#! IncludeCastingTitleType
# This file contains character actions.
# -----------------------------------------------
# Comment;id;menuWindow;targets;defaultAlly;forDead;defaultOnDead;defaultCamera;animationId1;animationId2;scriptId;power;elements;rate;category;statusIndex;mp;type;commandTitle
# String;Int32;UInt8;UInt8;Boolean;Boolean;Boolean;Boolean;Int16;UInt16;Int32;Int32;UInt8;Int32;UInt8;Int32;Int32;UInt8;UInt8
# -----------------------------------------------
Chilling Slash;10052;None(0);SingleAny(0);0;0;0;0;10016;10;20;10;2;0;16;0;5;0;255;# Chilling Slash
Coldfront;10053;None(0);All(6);0;0;0;0;10017;10;20;12;2;0;19;0;12;0;255;# Coldfront
Glacial Break;10054;None(0);SingleEnemy(2);0;0;0;0;10018;10;20;16;2;0;19;0;18;0;255;# Glacial Break
Icebound;10055;None(0);SingleEnemy(2);0;0;0;0;10019;10;11;0;2;40;18;28;20;0;255;# Icebound
Frozen Oath;10056;Buffs(4);Self(13);1;0;0;0;10020;10;103;0;0;255;70;26;20;0;255;# Frozen Oath
Eternal Winter;10057;None(0);AllEnemy(8);0;0;0;0;10021;10;20;25;2;25;23;19;36;0;255;# Eternal Winter
Blizzard Trifecta;10059;None(0);SingleEnemy(2);0;0;0;0;10022;10;20;13;2;0;18;0;70;0;255;# Blizzard Trifecta
Mark;10060;None(0);SingleEnemy(2);0;0;0;0;10023;10;51;0;2;255;12;0;0;0;255;# Mark
Blinding Smoke;10061;None(0);AllEnemy(8);0;0;0;0;10024;10;11;0;0;60;68;14;10;0;255;# Blinding Smoke
Numbing Needles;10062;None(0);SingleEnemy(2);0;0;0;0;10025;10;19;3;0;10;12;18;15;0;255;# Numbing Needles
Contagion;10063;None(0);SingleEnemy(2);0;0;0;0;10026;10;19;11;0;40;12;3;22;0;255;# Contagion
Throat stab;10064;None(0);SingleEnemy(2);0;0;0;0;10027;10;19;12;0;45;12;9;16;0;255;# Throat stab
Flash;10065;None(0);AllEnemy(8);0;0;0;0;10028;10;11;0;0;50;68;12;20;0;255;# Flash
Sleep Gas;10066;None(0);AllEnemy(8);0;0;0;0;10029;10;11;0;0;50;68;17;24;0;255;# Sleep Gas
Gil Toss;10067;None(0);SingleEnemy(2);0;0;0;0;10030;10;19;5;0;15;12;13;26;0;255;# Gil Toss
Malady Strike;10068;None(0);SingleEnemy(2);0;0;0;0;10031;10;19;20;0;20;12;27;65;0;255;# Malady Strike
Exploit;10069;None(0);SingleEnemy(2);0;0;0;0;10032;10;10004;15;0;0;12;0;0;0;255;# Exploit
Power;10071;None(0);AllAlly(7);1;0;0;0;90;10;43;6;0;0;68;0;22;0;200;# Power
Fragility;10072;None(0);AllEnemy(8);0;0;0;0;392;10;24;0;0;1;4;0;25;0;201;# Fragility
Debilitation;10073;None(0);AllEnemy(8);0;0;0;0;10034;10;10009;75;3;100;4;0;25;0;202;# Debilitation
Harmony;10074;Hp(1);AllAlly(7);1;0;0;0;41;10;10;55;0;0;68;0;28;1;203;# Harmony
Difference;10075;None(0);AllEnemy(8);0;0;0;0;303;10;29;0;0;0;4;0;14;0;204;# Difference
Water;10076;None(0);AllEnemy(8);0;0;0;0;408;10;9;40;16;0;20;0;30;0;205;# Water
Life;10077;Hp(1);AllAlly(7);1;1;1;0;181;10;13;15;0;255;84;2;40;1;206;# Life
Cleyra;10078;None(0);AllEnemy(8);0;0;0;0;178;10;10008;20;32;0;20;0;48;0;207;# Cleyra
Repose;10079;Hp(1);Self(13);1;1;0;0;10035;10;37;20;0;0;68;0;0;0;255;# Repose
Dia;10080;None(0);ManyAny(3);0;0;0;0;10037;10037;9;15;64;0;19;0;10;0;255;# Dia
Diara;10081;None(0);ManyAny(3);0;0;0;0;10037;10037;9;35;64;0;19;0;16;0;255;# Diara
Flame;10082;None(0);AllEnemy(8);0;0;0;0;10039;10;10008;10;1;0;26;0;15;0;255;# Flame
Flood;10083;None(0);AllEnemy(8);0;0;0;0;10039;10;10008;10;16;0;26;0;15;0;255;# Flood
Blitz;10084;None(0);AllEnemy(8);0;0;0;0;10039;10;10008;10;4;0;26;0;15;0;255;# Blitz
Shadowbind;10085;None(0);AllEnemy(8);0;0;0;0;10039;10;10008;10;128;0;26;0;15;0;255;# Shadowbind
Frost;10086;None(0);AllEnemy(8);0;0;0;0;10039;10;10008;10;2;0;26;0;15;0;255;# Frost
Shine;10087;None(0);AllEnemy(8);0;0;0;0;10039;10;10008;10;64;0;26;0;15;0;255;# Shine
Tremor;10088;None(0);AllEnemy(8);0;0;0;0;10039;10;10008;10;8;0;26;0;15;0;255;# Tremor
Gale;10089;None(0);AllEnemy(8);0;0;0;0;10039;10;10008;10;32;0;26;0;15;0;255;# Gale
Katon;10090;None(0);AllEnemy(8);0;0;0;0;10039;10;10008;15;1;0;26;0;30;0;255;# Katon
Suiton;10091;None(0);AllEnemy(8);0;0;0;0;10039;10;10008;15;16;0;26;0;35;0;255;# Suiton
Raiton;10092;None(0);AllEnemy(8);0;0;0;0;10039;10;10008;15;4;0;26;0;30;0;255;# Raiton
Kage;10093;None(0);AllEnemy(8);0;0;0;0;10039;10;10008;15;128;0;26;0;30;0;255;# Kage
Hyoton;10094;None(0);AllEnemy(8);0;0;0;0;10039;10;10008;15;2;0;26;0;30;0;255;# Hyoton
Hikari;10095;None(0);AllEnemy(8);0;0;0;0;10039;10;10008;15;64;0;26;0;30;0;255;# Hikari
Doton;10096;None(0);AllEnemy(8);0;0;0;0;10039;10;10008;15;8;0;26;0;30;0;255;# Doton
Futon;10097;None(0);AllEnemy(8);0;0;0;0;10039;10;10008;15;32;0;26;0;30;0;255;# Futon
Utsusemi;10098;Buffs(4);Self(13);1;0;0;0;402;10;103;0;0;255;70;24;0;2;255;# Utsusemi
Savage Blow;10099;None(0);SingleAny(0);0;0;0;0;10044;10;19;12;0;0;12;0;16;0;255;# Savage Blow
Gravity Crush;10100;None(0);SingleAny(0);0;0;0;0;10045;10;17;30;0;60;12;0;15;0;255;# Gravity Crush
Wild Strike;10101;None(0);AllEnemy(8);0;0;0;0;411;10;19;15;128;0;12;0;20;0;255;# Wild Strike
Bloodlust;10102;None(0);Self(13);1;0;0;0;10046;10;10005;0;128;3;12;0;25;0;255;# Bloodlust
Absorb Strength;10103;None(0);SingleEnemy(2);0;0;0;0;132;10;95;0;0;0;6;0;22;0;255;# Absorb Strength
Execute;10104;None(0);SingleEnemy(2);0;0;0;0;94;94;108;0;0;40;68;0;16;0;255;# Execute
Double Cut;10105;None(0);SingleAny(0);0;0;0;0;10047;10;1;0;0;0;12;0;23;0;255;# Double Cut
Titan's Wrath;10106;None(0);AllEnemy(8);0;0;0;0;10048;10;19;25;8;0;12;0;35;0;255;# Titan's Wrath
Provoke;10107;None(0);SingleEnemy(2);0;0;0;0;10049;10;10006;0;8;1;4;0;0;0;255;# Provoke
Taunt;10108;None(0);AllEnemy(8);0;0;0;0;10049;10;10006;0;8;2;4;0;0;0;255;# Taunt
Wake Slap;10109;None(0);SingleAlly(1);1;0;0;0;10050;10;19;15;8;0;12;0;1;0;208;# Wake Slap
Cheer Up;10110;Hp(1);AllAlly(7);1;0;0;0;145;10;10012;60;8;30;68;0;16;0;212;# Cheer Up
Dramatic Exit;10111;Buffs(4);SingleAlly(1);1;0;0;0;399;10;103;0;8;0;68;24;19;0;209;# Dramatic Exit
Center Stage;10112;Buffs(4);SingleAlly(1);1;0;0;0;293;10;103;0;8;0;84;26;14;0;211;# Center Stage
Encore;10113;Buffs(4);SingleAlly(1);1;0;0;0;197;10;10011;0;8;0;68;0;9;0;213;# Encore
Dramatic Rise;10114;None(0);SingleEnemy(2);0;0;0;0;10051;10;51;15;32;0;22;0;20;0;216;# Dramatic Rise
Tanatalize;10115;None(0);SingleAny(0);0;0;0;0;10052;10;95;1;32;0;22;0;6;0;215;# Tanatalize
Shooting Star;10116;None(0);AllEnemy(8);0;0;0;0;377;10;20;36;32;0;22;0;31;0;214;# Shooting Star
Wake Slap!;10117;None(0);SingleAlly(1);1;0;0;0;10050;10;80;10109;8;10110;12;0;1;0;208;# Wake Slap!
Cheer Up!;10118;Hp(1);AllAlly(7);1;0;0;0;145;10;80;10110;8;10110;68;0;16;0;212;# Cheer Up!
Dramatic Exit!;10119;Buffs(4);SingleAlly(1);1;0;0;0;10051;10;80;10111;8;10110;68;24;19;0;209;# Dramatic Exit!
Center Stage!;10120;Buffs(4);SingleAlly(1);1;0;0;0;293;10;80;10112;8;10110;84;26;14;0;211;# Center Stage!
Encore!;10121;Buffs(4);SingleAlly(1);1;0;0;0;197;10;80;10113;8;10110;68;0;9;0;213;# Encore!
Dramatic Rise!;10122;None(0);SingleEnemy(2);0;0;0;0;10052;10;80;10114;32;10110;22;0;20;0;216;# Dramatic Rise!
Tanatalize!;10123;None(0);SingleAny(0);0;0;0;0;10053;10;80;10115;32;10110;22;0;6;0;215;# Tanatalize!
Shooting Star!;10124;None(0);AllEnemy(8);0;0;0;0;377;10;80;10116;32;10110;22;0;31;0;214;# Shooting Star!
Smash;10125;None(0);SingleAny(0);0;0;0;0;10053;10;19;12;40;0;12;0;0;0;218;# Smash
Throw Stone;10126;None(0);SingleAny(0);0;0;0;0;10054;10;19;12;8;0;12;0;8;0;255;# Throw Stone
Gwahaha!;10127;None(0);SingleAny(0);0;0;0;0;10055;10;10013;13;0;0;12;0;18;0;255;# Gwahaha!
Headbutt;10128;None(0);SingleAny(0);0;0;0;0;10056;10;10014;12;0;15;12;0;22;0;219;# Headbutt
Sneeze;10129;None(0);SingleAny(0);0;0;0;0;10057;10;10009;20;68;100;12;0;22;0;217;# Sneeze
True Medeo;10130;None(0);AllEnemy(8);0;0;0;0;10058;10;9;75;8;0;23;0;34;0;255;# True Medeo
True Poly;10131;None(0);SingleEnemy(2);0;0;0;0;10059;10;9;90;64;0;23;0;28;0;255;# True Poly
True Pyro;10132;None(0);SingleEnemy(2);0;0;0;0;10060;10;9;90;1;0;23;0;40;0;255;# True Pyro
Finale!;10133;None(0);AllEnemy(8);0;0;0;0;10061;10;9;80;73;0;23;0;60;0;255;# Finale!
Keen Eye;10134;None(0);SingleAny(0);0;0;0;0;10062;10;59;0;0;0;68;0;0;0;255;# Keen Eye
