#! IncludeId
#! IncludeAuxiliaryIds
# This file contains a set of game items.
# -----------------------------------------------
# Id;WeaponId;ArmorId;EffectId;Price;GraphicsId;ColorId;Quality;BonusId;AbilityIds;Weapon;Armlet;Helmet;Armor;Accessory;Item;Gem;Usable;Order;Zidane;Vivi;Garnet;Steiner;Freya;Quina;Eiko;Amarant;Cinna;Marcus;Blank;Beatrix
# Int32;Int32;Int32;Int32;UInt32;UInt8;UInt8;Single;Int32;Ability[];Bit;Bit;Bit;Bit;Bit;Bit;Bit;Bit;Single;Bit;Bit;Bit;Bit;Bit;Bit;Bit;Bit;Bit;Bit;Bit;Bit
# -----------------------------------------------
10039;10039;-1;-1;6000;12;0;1.05;0;AA:10087;1;0;0;0;0;0;0;0;105.12;0;0;0;0;0;0;0;0;0;0;0;0;# 10039 - Juji
10040;10040;-1;-1;10000;12;0;1.06;0;AA:10088;1;0;0;0;0;0;0;0;105.13;0;0;0;0;0;0;0;0;0;0;0;0;# 10040 - Wing Edge
10041;10041;-1;-1;26500;12;0;1.07;0;AA:10089;1;0;0;0;0;0;0;0;105.14;0;0;0;0;0;0;0;0;0;0;0;0;# 10041 - Terran Star
10042;10042;-1;-1;420;10000;0;1.00;0;AA:10099;1;0;0;0;0;0;0;0;105.15;0;0;0;0;0;0;0;0;0;0;0;0;# 10042 - Bronze Axe
10043;10043;-1;-1;900;10000;0;1.01;0;AA:10100;1;0;0;0;0;0;0;0;105.16;0;0;0;0;0;0;0;0;0;0;0;0;# 10043 - Iron Axe
10044;10044;-1;-1;1850;10000;0;1.02;0;AA:10101;1;0;0;0;0;0;0;0;21.02;0;0;0;0;0;0;0;0;0;0;0;0;# 10044 - War Axe
10045;10045;-1;-1;3600;10000;0;1.03;125;AA:10102;1;0;0;0;0;0;0;0;21.03;0;0;0;0;0;0;0;0;0;0;0;0;# 10045 - Ogre Killer
10046;10046;-1;-1;6500;10000;0;1.04;0;AA:10103;1;0;0;0;0;0;0;0;21.04;0;0;0;0;0;0;0;0;0;0;0;0;# 10046 - Mythril Axe
10047;10047;-1;-1;9500;10000;0;1.05;104;AA:10104;1;0;0;0;0;0;0;0;21.05;0;0;0;0;0;0;0;0;0;0;0;0;# 10047 - Mast Axe
10048;10048;-1;-1;14500;10000;0;1.06;0;AA:10105;1;0;0;0;0;0;0;0;21.06;0;0;0;0;0;0;0;0;0;0;0;0;# 10048 - Rebel Axe
10049;10049;-1;-1;420;10000;0;10049;109;AA:10106;1;0;0;0;0;0;0;0;21.07;0;0;0;0;0;0;0;0;0;0;0;0;# 10049 - Megalith
