#! IncludeCastingTitleType
# This file contains character actions.
# -----------------------------------------------
# Comment;id;menuWindow;targets;defaultAlly;forDead;defaultOnDead;defaultCamera;animationId1;animationId2;scriptId;power;elements;rate;category;statusIndex;mp;type;commandTitle
# String;Int32;UInt8;UInt8;Boolean;Boolean;Boolean;Boolean;Int16;UInt16;Int32;Int32;UInt8;Int32;UInt8;Int32;Int32;UInt8;UInt8
# -----------------------------------------------
Chilling Slash;10052;None(0);SingleAny(0);0;0;0;0;10016;10;20;10;2;0;16;0;5;0;255;# Chilling Slash
Coldfront;10053;None(0);All(6);0;0;0;0;10017;10;20;12;2;0;19;0;12;0;255;# Coldfront
Glacial Break;10054;None(0);SingleEnemy(2);0;0;0;0;10018;10;20;16;2;0;19;0;18;0;255;# Glacial Break
Icebound;10055;None(0);SingleEnemy(2);0;0;0;0;10019;10;11;0;2;40;18;28;20;0;255;# Icebound
Frozen Oath;10056;Buffs(4);Self(13);1;0;0;0;10020;10;103;0;0;255;70;26;20;0;255;# Frozen Oath
Eternal Winter;10057;None(0);AllEnemy(8);0;0;0;0;10021;10;20;25;2;25;23;19;36;0;255;# Eternal Winter
Blizzard Trifecta;10059;None(0);SingleEnemy(2);0;0;0;0;10022;10;20;13;2;0;18;0;70;0;255;# Blizzard Trifecta
Mark;10060;None(0);SingleEnemy(2);0;0;0;0;10023;10;51;0;2;255;12;0;0;0;255;# Mark
Blinding Smoke;10061;None(0);AllEnemy(8);0;0;0;0;10024;10;11;0;0;60;68;14;10;0;255;# Blinding Smoke
Numbing Needles;10062;None(0);SingleEnemy(2);0;0;0;0;10025;10;19;3;0;10;12;18;15;0;255;# Numbing Needles
Contagion;10063;None(0);SingleEnemy(2);0;0;0;0;10026;10;19;11;0;40;12;3;22;0;255;# Contagion
Throat stab;10064;None(0);SingleEnemy(2);0;0;0;0;10027;10;19;12;0;45;12;9;16;0;255;# Throat stab
Flash;10065;None(0);AllEnemy(8);0;0;0;0;10028;10;11;0;0;50;68;12;20;0;255;# Flash
Sleep Gas;10066;None(0);AllEnemy(8);0;0;0;0;10029;10;11;0;0;50;68;17;24;0;255;# Sleep Gas
Gil Toss;10067;None(0);SingleEnemy(2);0;0;0;0;10030;10;19;5;0;15;12;13;26;0;255;# Gil Toss
Malady Strike;10068;None(0);SingleEnemy(2);0;0;0;0;10031;10;19;20;0;20;12;27;65;0;255;# Malady Strike
Exploit;10069;None(0);SingleEnemy(2);0;0;0;0;10032;10;10004;15;0;0;12;0;0;0;255;# Exploit
Power;10071;None(0);AllAlly(7);1;0;0;0;90;10;43;6;0;0;68;0;22;0;0;# Power
Fragility;10072;None(0);AllEnemy(8);0;0;0;0;392;10;24;0;0;1;4;0;25;0;0;# Fragility
Debilitation;10073;None(0);AllEnemy(8);0;0;0;0;10034;10;24;0;0;0;4;0;25;0;0;# Debilitation
Harmony;10074;Hp(1);AllAlly(7);1;0;0;0;41;10;10;55;0;0;68;0;28;1;0;# Harmony
Difference;10075;None(0);AllEnemy(8);0;0;0;0;303;10;29;0;0;0;4;0;14;0;0;# Difference
Water;10076;None(0);AllEnemy(8);0;0;0;0;408;10;9;40;16;0;20;0;30;0;0;# Water
Life;10077;Hp(1);AllAlly(7);1;0;0;0;181;10;13;15;0;255;84;0;40;1;0;# Life
Cleyra;10078;None(0);AllEnemy(8);0;0;0;0;171;10;10008;20;32;0;20;0;48;0;0;# Cleyra
Repose;10079;Hp(1);Self(13);1;1;0;0;10035;10;37;20;0;0;68;0;0;0;255;# Repose
Dia;10080;None(0);ManyAny(3);0;0;0;0;10037;10037;9;15;64;0;19;0;10;0;255;# Dia
Diara;10081;None(0);ManyAny(3);0;0;0;0;10037;10037;9;35;64;0;19;0;16;0;255;# Diara
Flame;10082;None(0);AllEnemy(8);0;0;0;0;10039;10;20;10;1;0;26;0;12;0;255;# Flame
Flood;10083;None(0);AllEnemy(8);0;0;0;0;10039;10;20;12;16;0;26;0;14;0;255;# Flood
Blitz;10084;None(0);AllEnemy(8);0;0;0;0;10039;10;20;14;4;0;26;0;15;0;255;# Blitz
Shadowbind;10085;None(0);AllEnemy(8);0;0;0;0;10039;10;20;16;128;0;26;0;17;0;255;# Shadowbind
Frost;10086;None(0);AllEnemy(8);0;0;0;0;10039;10;20;17;2;0;26;0;18;0;255;# Frost
Shine;10087;None(0);AllEnemy(8);0;0;0;0;10039;10;20;18;64;0;26;0;20;0;255;# Shine
Tremor;10088;None(0);AllEnemy(8);0;0;0;0;10039;10;20;19;8;0;26;0;22;0;255;# Tremor
Gale;10089;None(0);AllEnemy(8);0;0;0;0;10039;10;20;20;32;0;26;0;24;0;255;# Gale
Katon;10090;None(0);AllEnemy(8);0;0;0;0;10039;10;20;14;1;0;26;0;18;0;255;# Katon
Suiton;10091;None(0);AllEnemy(8);0;0;0;0;10039;10;20;16;16;0;26;0;20;0;255;# Suiton
Raiton;10092;None(0);AllEnemy(8);0;0;0;0;10039;10;20;20;4;0;26;0;22;0;255;# Raiton
Kage;10093;None(0);AllEnemy(8);0;0;0;0;10039;10;20;22;128;0;26;0;24;0;255;# Kage
Hyoton;10094;None(0);AllEnemy(8);0;0;0;0;10039;10;20;24;2;0;26;0;26;0;255;# Hyoton
Hikari;10095;None(0);AllEnemy(8);0;0;0;0;10039;10;20;26;64;0;26;0;28;0;255;# Hikari
Doton;10096;None(0);AllEnemy(8);0;0;0;0;10039;10;20;28;8;0;26;0;30;0;255;# Doton
Futon;10097;None(0);AllEnemy(8);0;0;0;0;10039;10;20;30;32;0;26;0;32;0;255;# Futon
