#! IncludeCastingTitleType
# This file contains character actions.
# -----------------------------------------------
# Comment;id;menuWindow;targets;defaultAlly;forDead;defaultOnDead;defaultCamera;animationId1;animationId2;scriptId;power;elements;rate;category;statusIndex;mp;type;commandTitle
# String;Int32;UInt8;UInt8;Boolean;Boolean;Boolean;Boolean;Int16;UInt16;Int32;Int32;UInt8;Int32;UInt8;Int32;Int32;UInt8;UInt8
# -----------------------------------------------
Ice Grenade;10036;None(0);SingleEnemy(2);0;0;0;0;10015;10;10003;10;2;0;24;0;0;0;255;# Ice Grenade
Thunder Grenade;10037;None(0);SingleEnemy(2);0;0;0;0;10015;10;10003;10;4;0;24;0;0;0;255;# Thunder Grenade
Earth Grenade;10038;None(0);SingleEnemy(2);0;0;0;0;10015;10;10003;10;8;0;24;0;0;0;255;# Earth Grenade
Water Grenade;10039;None(0);SingleEnemy(2);0;0;0;0;10015;10;10003;10;16;0;24;0;0;0;255;# Water Grenade
Wind Grenade;10040;None(0);SingleEnemy(2);0;0;0;0;10015;10;10003;10;32;0;24;0;0;0;255;# Wind Grenade
Holy Grenade;10041;None(0);SingleEnemy(2);0;0;0;0;10015;10;10003;10;64;0;24;0;0;0;255;# Holy Grenade
Shadow Grenade;10042;None(0);SingleEnemy(2);0;0;0;0;10015;10;10003;10;128;0;24;0;0;0;255;# Shadow Grenade
Grenade+;10043;None(0);AllEnemy(8);0;0;0;0;10015;10;10003;12;0;0;24;0;0;0;255;# Grenade+
Fire Grenade+;10044;None(0);AllEnemy(8);0;0;0;0;10015;10;10003;12;1;0;24;0;0;0;255;# Fire Grenade+
Ice Grenade+;10045;None(0);AllEnemy(8);0;0;0;0;10015;10;10003;12;2;0;24;0;0;0;255;# Ice Grenade+
Thunder Grenade+;10046;None(0);AllEnemy(8);0;0;0;0;10015;10;10003;12;4;0;24;0;0;0;255;# Thunder Grenade+
Earth Grenade+;10047;None(0);AllEnemy(8);0;0;0;0;10015;10;10003;12;8;0;24;0;0;0;255;# Earth Grenade+
Water Grenade+;10048;None(0);AllEnemy(8);0;0;0;0;10015;10;10003;12;16;0;24;0;0;0;255;# Water Grenade+
Wind Grenade+;10049;None(0);AllEnemy(8);0;0;0;0;10015;10;10003;12;32;0;24;0;0;0;255;# Wind Grenade+
Holy Grenade+;10050;None(0);AllEnemy(8);0;0;0;0;10015;10;10003;12;64;0;24;0;0;0;255;# Holy Grenade+
Shadow Grenade+;10051;None(0);AllEnemy(8);0;0;0;0;10015;10;10003;12;128;0;24;0;0;0;255;# Shadow Grenade+
Chilling Slash;10052;None(0);SingleAny(0);0;0;0;0;10016;10;20;10;2;0;16;0;5;0;255;# Chilling Slash
Coldfront;10053;None(0);All(6);0;0;0;0;10017;10;20;12;2;0;19;0;12;0;255;# Coldfront
Glacial Break;10054;None(0);SingleEnemy(2);0;0;0;0;10018;10;20;16;2;0;19;0;18;0;255;# Glacial Break
Icebound;10055;None(0);SingleEnemy(2);0;0;0;0;10019;10;11;0;2;40;18;28;20;0;255;# Icebound
Frozen Oath;10056;Buffs(4);Self(13);1;0;0;0;10020;10;103;0;0;255;70;26;20;0;255;# Frozen Oath
Eternal Winter;10057;None(0);AllEnemy(8);0;0;0;0;10021;10;20;25;2;25;23;19;36;0;255;# Eternal Winter
Climhazzard;10058;None(0);AllEnemy(8);0;0;0;0;397;417;20;20;0;0;12;0;32;0;255;# Climhazzard
Blizzard Trifecta;10059;None(0);SingleEnemy(2);0;0;0;0;10022;10;20;13;2;0;18;0;70;0;255;# Blizzard Trifecta
Mark;10060;None(0);SingleEnemy(2);0;0;0;0;10023;10;51;0;2;255;12;0;0;0;255;# Mark
